,year,scripture_references
1709,1991,Luke 18:13; D&C 75:5; Alma 7:11–12; James 1:12
1710,1991,D&C 49:15; Enos 1:1
1711,1991,D&C 128:24; D&C 128:18; John 3:3–5; D&C 128:15
1712,1991,Mark 9:37; Mosiah 4:15
1713,1991,D&C 121:41; D&C 64:10; D&C 121:45; Mosiah 26:31
1714,1991,D&C 52:14; at 6:30; D&C 98:12; Alma 1:26
1715,1991,John 14:27; Luke 2:14; John 16:33; Mark 4:39
1716,1991,D&C 88:126; John 7:17; Alma 37:8; Alma 37:34; Jarom 1:12; D&C 76:53; Joel 3:14; Alma 32:6; Mosiah 23:21; Luke 17:5; Alma 32:38; Alma 32:34; Mosiah 5:13; D&C 98:12; Job 1:22; Alma 32:27; D&C 136:31; D&C 88:64; D&C 109:38; D&C 46:30; Ether 3:19; D&C 46:13; D&C 18:18; Ether 12:6; D&C 64:32; D&C 122:3; Alma 32:28–30; Luke 15:18; D&C 75:11; Alma 34:16; D&C 84:80
1717,1990,D&C 2:2; D&C 110:13; John 3:5
1718,1990,D&C 84:97; D&C 88:89; D&C 64:10; D&C 58:27; D&C 45:26; D&C 1:4; Job 31:28–29; Mosiah 4:17–18
1719,1990,D&C 89:8; D&C 89:21; D&C 89:18
1720,1990,Alma 58:10; D&C 88:119; Doctrine and Covenants 88:119
1721,1990,John 6:38; Moses 1:12; D&C 64:34; D&C 10:5; Alma 34:15; D&C 117:8; Mosiah 3:19; Alma 38:12; D&C 45:26; Moses 8:28; Mosiah 15:7; M 1:41; Jacob 4:13; D&C 84:38; D&C 19:19; D&C 45:27; D&C 117:4; D&C 64:32; Luke 21:26; Moses 4:3; Moses 6:27; Moses 4:2; D&C 121:41
1722,1990,Luke 4:22
1723,1990,John 21:17; in 3:59; D&C 52:14; D&C 58:26; D&C 94:2; D&C 52:18
1724,1990,D&C 6:22; Alma 37:45; Ether 12:6; Alma 32:27; Alma 17:2–3; Mosiah 18:9; D&C 59:23
1725,1990,James 5:14–15; Mosiah 18:8
1726,1990,Alma 17:2–3; D&C 62:3; D&C 84:61
1727,1990,Mosiah 2:9; Alma 32:27; John 7:17; D&C 10:20; D&C 76:22; D&C 93:24; John 3:1–21; Acts 2:37; John 18:37; D&C 50:19; Alma 18:18–40; John 5:39
1728,1990,Acts 1:8; D&C 20:37; Moses 6:52; D&C 115:4; Moses 6:52–59; Luke 2:36; D&C 1:20; Acts 2:1–4; D&C 107:23; D&C 84:61; D&C 93:19; Luke 2:25–35; Acts 5:31; Acts 4:12; Moses 5:8; Acts 10:43; Mosiah 3:18; Acts 10:44–47; Mosiah 18:8; Acts 10:24; Luke 24:49; Moses 5:9; D&C 60:2; Mosiah 18:9; Acts 5:32; Luke 2:38; D&C 46:31; D&C 20:77; Acts 10:39–41; D&C 46:13; D&C 109:4; D&C 46:14; D&C 76:75; D&C 20:27; D&C 138:12; Acts 10:42–43
1729,1990,Alma 56:47–48; D&C 93:40; D&C 68:25
1730,1990,Alma 38:8; D&C 82:9; D&C 82:7; Mosiah 2:41; D&C 112:28; Alma 13:28; Mosiah 2:38; D&C 78:10; Jacob 6:9
1731,1990,John 3:16; D&C 34:1
1732,1990,D&C 42:22; Mark 8:36; Alma 30:17
1733,1990,F 1:13
1734,1990,D&C 115:4; Acts 10:38
1735,1990,D&C 130:20; Micah 4:1–2; D&C 97:15; D&C 1:30; Acts 3:21; Acts 3:19–21; D&C 124:36; D&C 38:32; D&C 130:18; D&C 59:23; D&C 124:37; D&C 121:26; D&C 110:13; D&C 128:15
1736,1990,John 14:26; James 1:5; John 10:16; John 14:6; John 16:13; H 1:17
1737,1990,D&C 29:34; Jacob 2:13–14; D&C 121:35; D&C 89:3; Alma 41:10; Mosiah 2:17; D&C 3:2; D&C 132:22
1738,1990,D&C 100:1
1739,1990,Mosiah 27:31; D&C 97:15; Mosiah 27:29
1740,1990,D&C 9:7; D&C 14:8; Alma 40:23; D&C 88:109; James 2:17; D&C 101:4; D&C 101:78; Alma 22:12; D&C 86:8; D&C 76:70; Alma 21:9; D&C 58:26; Mosiah 7:27; D&C 138:19; D&C 137:9; Moses 6:33; Moses 2:27; James 2:18; Mosiah 3:24; Alma 34:16–17; Moses 6:56; Ether 3:15; Alma 18:32; Alma 12:24; F 1:4; D&C 20:18; D&C 18:28; Moses 7:32; D&C 33:1; D&C 93:29; D&C 63:11; D&C 20:29; D&C 20:77; Alma 26:22; Alma 33:23; Alma 11:43; Moses 4:3; D&C 76:75; Alma 5:18; D&C 6:16; Moses 4:2; D&C 76:82; Alma 18:34
1741,1990,Alma 5:15; D&C 13:1; D&C 14:8; Alma 5:49; Mosiah 3:17; Alma 40:23; John 1:12; D&C 31:9; Luke 6:38; D&C 19:21; Alma 3:27; Acts 4:12; Moses 5:8; D&C 6:9; Alma 42:23; Mosiah 2:22; D&C 18:12; D&C 68:27; D&C 29:45; Alma 34:16; D&C 52:40; Ether 3:14; D&C 58:43; Mosiah 4:26; D&C 11:9; D&C 64:9; Alma 42:24
1742,1990,Alma 53:20; Mosiah 2:10–11
1743,1990,D&C 59:21
1744,1990,Mosiah 3:19; D&C 1:14
1745,1990,D&C 101:78; D&C 20:77; Mark 9:42; Alma 41:10; D&C 58:26; D&C 22:1; D&C 59:6
1746,1990,D&C 25:12
1747,1990,John 4:14–15; Mosiah 18:9; Jacob 4:13
1748,1990,Mark 5:41–42; Mark 5:36; John 13:8; Luke 23:39; John 13:12–17; Luke 23:43; Mark 5:35
1749,1990,D&C 38:30
1750,1990,D&C 45:57; F 1:13
1751,1990,D&C 115:5; John 21:22
1752,1990,Alma 37:41; Alma 37:46; Alma 37:6–7; James 3:4; D&C 123:16; D&C 64:33
1753,1990,D&C 100:16; Mosiah 5:13; Luke 22:27; James 5:20; D&C 58:26; Mosiah 18:8–10; Mosiah 3:19
1754,1990,Mosiah 2:21; James 1:27; Luke 2:49; D&C 81:5
1755,1990,D&C 88:63; D&C 115:4; F 1:10; D&C 107:4; Joel 2:28–32; D&C 65:2; D&C 88:25; Acts 26:28; D&C 10:67; H 1:41; D&C 134:5; Alma 47:22; Alma 38:12; D&C 77:1; D&C 18:21; Acts 3:21; D&C 88:73; D&C 88:118; D&C 133:37; D&C 115:3; Acts 11:26; Joel 2:28–29; Acts 2:17–18; D&C 112:11; D&C 109:72; F 1:9; D&C 63:61; D&C 134:7; Mosiah 18:8–9
1756,1990,D&C 130:20
1757,1990,D&C 65:2; Ether 2:11
1758,1990,James 1:8; Luke 10:27; Mosiah 2:17; Luke 18:22; John 14:15; Acts 2:37
1759,1990,Moses 1:26; D&C 107:49; Ezra 7:10; Luke 18:22; Moses 1:39; Luke 22:42; Alma 37:34; D&C 121:41; Mark 9:35; Moses 7:18
1760,1990,John 20:13; John 20:2; John 20:16; John 20:11; John 20:15; John 19:39
1761,1990,D&C 82:3; F 1:13; James 4:17; D&C 119:4; Luke 10:37; D&C 121:46; D&C 121:35; D&C 121:45; Luke 6:46; Job 27:5; Ether 13:8; D&C 136:25; D&C 124:15; James 1:27
1762,1990,John 12:27; Alma 32:13; Alma 32:13–16; John 17:4; D&C 122:8; D&C 88:6; D&C 20:22; Moses 7:21; Mosiah 23:21; D&C 121:8; D&C 38:13; Alma 32:34; Alma 29:3; D&C 105:9; Alma 42:4–5; Alma 7:12; Job 1:22; Alma 32:27; D&C 84:38; D&C 19:19; D&C 19:23; D&C 42:48; D&C 19:18; D&C 122:7; D&C 101:35; Mosiah 15:5; Luke 15:17; John 19:30; D&C 63:20
1763,1990,D&C 18:35; John 5:39
1764,1990,D&C 20:77; Alma 34:32; D&C 25:15; Alma 41:10; Alma 12:24; John 14:15; F 1:4; Alma 42:10
1765,1990,Jacob 1:17–19
1766,1990,Alma 31:5
1767,1990,D&C 89:19; D&C 89:8; John 15:14–15; John 15:13; D&C 121:9
1768,1990,Mosiah 2:17; D&C 18:15; D&C 20:73; Luke 17:15–16
1769,1990,D&C 97:10; F 1:13; D&C 93:35; F 1:12; D&C 6:12; D&C 38:27; Mark 3:25; D&C 63:64; F 1:5
1770,1990,Mark 10:15; D&C 138:57; Mark 10:14–16
1771,1990,Mosiah 18:9
1772,1990,Alma 39:17; H 1:33; D&C 14:7; H 1:17; H 1:16; Jacob 4:13; D&C 93:36; H 1:20; H 1:16–17; Alma 37:7; H 1:18–19; John 17:3; H 1:26; H 1:12; Mark 9:23; D&C 135:3; H 1:19; Moses 1:10–15; Amos 7:14–16; D&C 93:37
1773,1990,D&C 84:73; James 3:5; Luke 8:50; Luke 8:56; Alma 26:10–12; Mark 5:43; Moses 4:2; D&C 3:4
1774,1990,D&C 81:5; Mosiah 4:19; D&C 108:7; John 8:10–11; Luke 16:19–26; James 1:27; D&C 76:5; Luke 23:34
1775,1990,Jacob 2:21; Mosiah 4:13; Moses 6:15; Micah 4:3; Micah 4:2; Mosiah 4:15; Moses 5:31
1776,1990,Mosiah 3:17–20; D&C 10:25; Alma 26:22; Omni 1:26
1777,1990,D&C 130:2; Mosiah 18:21; Alma 17:9
1778,1990,D&C 19:23; D&C 6:22; D&C 29:39; Doctrine and Covenants 29:39
1779,1990,Luke 10:29; Luke 10:36; Luke 10:28; Luke 10:27; Luke 10:26; Luke 10:37; Luke 10:25; Luke 10:30–35
1780,1990,Mosiah 5:2; Mosiah 5:7–8; Mosiah 5:1
1781,1990,D&C 59:21; D&C 78:19; D&C 88:33; D&C 59:7; Luke 17:12–19
1782,1990,John 16:33; Acts 4:12
1783,1990,Jacob 5:48; Jacob 5:36; D&C 58:26; Jacob 5:47; Jacob 5:66
1784,1990,a 60:40; a 70:30; a 96:4; Acts 26:26; of 50:50; Luke 18:22
1785,1990,D&C 119:4
1786,1989,Alma 34:38; D&C 123:13
1787,1989,Jacob 4:8; D&C 98:12; Amos 3:7; F 1:9; D&C 107:34; D&C 107:27; D&C 68:3; D&C 42:11
1788,1989,D&C 20:77; John 14:26; Mosiah 4:11–12; Mosiah 2:25–26; D&C 59:7; Moses 6:5; Alma 4:3
1789,1989,D&C 124:45; D&C 124:31; D&C 89:19; D&C 58:32; D&C 46:7; D&C 42:11; Alma 16:5; D&C 89:3; F 1:9; D&C 42:59; D&C 124:50; D&C 56:4; D&C 1:38; Alma 32:30; Alma 32:23; D&C 128:11; D&C 1:20
1790,1989,Job 38:7
1791,1989,Luke 2:19; D&C 104:21; D&C 28:13; John 20:11; D&C 38:34; Jacob 3:7; Luke 1:38; D&C 134:6; Mosiah 4:14; D&C 86:8; D&C 131:1; D&C 67:13; John 21:15; D&C 75:28; Moses 1:39; D&C 131:7; D&C 132:19; D&C 93:51; D&C 84:6; D&C 75:5; D&C 42:40; D&C 26:2; D&C 107:40; D&C 20:63; D&C 124:144; D&C 83:2; Mosiah 13:14; D&C 46:9; D&C 128:12; Titus 2:3–5; Moses 5:1–12; D&C 42:11; D&C 89:19; Joel 2:29; D&C 138:39; D&C 124:87; John 14:15; D&C 25:7
1792,1989,John 3:16; James 1:12; John 13:34
1793,1989,Ether 12:33–34; John 16:20; Mark 15:34; John 19:26–27; John 13:1; John 14:27; John 13:3–17; Luke 23:34; D&C 122:8
1794,1989,Alma 41:3; Luke 9:48; D&C 88:67; Moses 4:1; Luke 22:24; Moses 1:10; D&C 108:7; Moses 4:2; D&C 4:5
1795,1989,Luke 22:42; John 16:33; D&C 122:8; John 14:27; D&C 19:18; John 11:25
1796,1989,D&C 6:22; D&C 8:1; D&C 9:8; D&C 6:14; D&C 8:10
1797,1989,D&C 6:34; Alma 5:13; D&C 128:22; D&C 98:13; D&C 138:57
1798,1989,D&C 122:4; D&C 121:7; John 8:31–32
1799,1989,Alma 41:10; D&C 27:17; D&C 84:38; D&C 42:24
1800,1989,D&C 62:3; D&C 15:4; D&C 18:10
1801,1989,D&C 15:6; Alma 5:19; D&C 16:6
1802,1989,D&C 84:88; Mosiah 2:6; D&C 18:10; Mosiah 2:16–17; James 1:27
1803,1989,D&C 13:1; D&C 121:37; D&C 89:18; Alma 7:21
1804,1989,D&C 113:6; D&C 89:18
1805,1989,John 13:21; D&C 20:75; Luke 22:19–20; D&C 88:6; John 16:1–32; John 17:20; D&C 6:13; John 17:3–5; John 13:4–12; John 16:33; Luke 22:44; D&C 50:21; D&C 19:15; John 13:18–30
1806,1989,Alma 32:38–39; D&C 59:9; Alma 34:27; Alma 32:28; Alma 34:20–21; Alma 34:19
1807,1989,Mosiah 4:24–25; D&C 98:1; Mosiah 4:27; Luke 9:23; D&C 58:28; D&C 64:9; Luke 8:15
1808,1989,Acts 9:36–42; Luke 21:1–4; Luke 7:12–15; Luke 20:45–47
1809,1989,Luke 6:35; F 1:12; Matthew 5:43–44; Alma 4:16; James 1:27; Alma 17:21–25
1810,1989,D&C 1:16; Mosiah 2:17; Alma 41:10; Alma 5:53–55; Moses 7:32; Mosiah 18:29
1811,1989,At 5:00; Omni 1:26
1812,1989,D&C 84:88; Moses 1:39; John 21:15–16; John 21:15–17
1813,1989,D&C 46:13
1814,1989,D&C 90:24; D&C 103:9
1815,1989,Jacob 4:8; D&C 9:6; Alma 5:19; D&C 59:15; Moses 7:21; Enos 1:16; D&C 56:14; Moses 5:20–21; Alma 58:35; Mosiah 23:21; Alma 22:18; D&C 78:18; Mosiah 27:1; Ether 3:24; Job 1:22; D&C 1:16; John 16:33; D&C 122:7; D&C 81:5; D&C 61:36; D&C 121:7; D&C 24:16; D&C 68:6; D&C 64:32; D&C 25:4; D&C 105:10; Moses 4:6
1816,1989,D&C 88:121
1817,1989,Romans 8:16
1818,1989,Alma 56:47–48; D&C 38:30; Mosiah 1:3–7; D&C 59:23; D&C 84:85; D&C 6:20; Alma 57:20–21
1819,1989,D&C 82:10; Ether 3:14; D&C 38:30
1820,1989,D&C 93:36; D&C 130:18; Job 38:7; D&C 6:33
1821,1989,Alma 31:5; H 1:37; Jacob 4:10; D&C 38:39; D&C 76:28; D&C 20:37; Mark 6:26; Alma 12:10–11; D&C 124:61; Amos 5:10; D&C 30:1; Mosiah 3:11; Ether 8:18–25; John 6:30–59; D&C 108:1; D&C 64:10; Mosiah 27:25–26; Alma 13:28; D&C 58:41; D&C 101:4; D&C 59:8; D&C 63:55; D&C 38:24; Alma 4:19; Alma 7:23; Alma 6:2–4; D&C 25:14; Mosiah 2:16–17; Moses 5:31; Mosiah 3:19; D&C 84:106; D&C 38:27; Alma 38:12; D&C 105:2; D&C 20:9; Alma 32:16; Mosiah 1:3–7; Alma 5:61; D&C 136:31; Alma 5:7–14; D&C 60:2; D&C 23:1; Moses 4:1–3; D&C 29:9; Ether 8:9; D&C 76:25; Mosiah 18:21; D&C 81:5; D&C 3:6; Moses 4:3; Alma 48:20; John 8:29; John 12:42–43; D&C 58:43; Alma 10:6; John 11:53; Mosiah 17:11–12; D&C 29:36; Moses 7:18
1822,1989,Mosiah 29:26–27; D&C 1:31; D&C 121:41; D&C 21:4; D&C 1:38
1823,1989,Alma 30:8; Jacob 2:2
1824,1989,Acts 3:1–11; John 9:16; John 8:28; John 9:24; John 2:1–11; John 5:19; John 9:17; John 9:25; John 9:35–38; John 11:25
1825,1989,D&C 136:31
1826,1989,D&C 59:8; D&C 88:68; Alma 34:27; Ether 12:6; D&C 98:1; Alma 17:5; Mosiah 24:16–22; Mosiah 24:15; Alma 17:2–3; Mosiah 23:15–20; Mosiah 23:21; Alma 26:27; Mosiah 24:8–14; Alma 7:11–12; Mosiah 18:8–9
1827,1989,Moses 1:39; D&C 121:16; D&C 49:2
1828,1989,D&C 10:63; Ether 12:27; D&C 50:28; Jacob 4:8; D&C 121:36; D&C 9:7; John 7:15–17; D&C 1:28; D&C 9:8; Luke 11:47–49; D&C 38:41; Acts 20:28–29; Alma 18:35; D&C 5:21; D&C 60:14; D&C 19:30; D&C 30:2; D&C 136:32; Luke 11:52; D&C 63:23; D&C 12:8; D&C 121:33; Alma 5:59; D&C 121:35; D&C 58:27; D&C 9:9; D&C 121:38; D&C 121:26; Alma 26:22; D&C 3:6; D&C 42:61; D&C 121:45; D&C 109:7; John 10:3–5
1829,1989,Mark 14:34; D&C 76:50; Acts 10:30–44; Acts 2:38; D&C 121:46; Acts 2:1–12; D&C 130:22; Mark 14:38; John 14:18; Job 32:8; D&C 88:3
1830,1989,At 5:30
1831,1989,D&C 20:77; Luke 23:34
1832,1989,Alma 38:12; D&C 89:4
1833,1989,D&C 24:9; D&C 81:5; D&C 88:77; Jacob 2:2; D&C 88:84; D&C 24:11; D&C 24:3; D&C 121:37; D&C 24:12; Jacob 1:19; D&C 84:33
1834,1989,D&C 59:21; John 14:27; D&C 76:1; D&C 1:1
1835,1989,D&C 49:7; Ether 12:27; Alma 36:19; D&C 58:42; D&C 27:15; D&C 46:15
1836,1989,H 1:36–39; D&C 128:18
1837,1989,D&C 76:107; Acts 7:49; Alma 34:38; John 5:8–16; D&C 19:15; Luke 17:17; John 19:9; Luke 23:34; Alma 7:11; Moses 1:33; D&C 20:22; Mosiah 23:21; John 9:6; Acts 4:12; John 4:26; Alma 7:11–12; John 21:15–19; Luke 9:58; Luke 22:48; Luke 9:23; Luke 2:7; D&C 49:6; D&C 76:24; D&C 19:19; D&C 19:18; Mark 15:7–15; Mark 6:6; Moses 4:2; Mark 6:3; John 18:25–27
1838,1989,John 3:16; D&C 108:7; D&C 64:10; Micah 6:8; D&C 4:5; Acts 10:38
1839,1989,D&C 124:45; Moses 4:1–11; D&C 38:41; Moses 4:1; Mosiah 4:14–15; Alma 47:36; Mosiah 18:18; D&C 136:23; D&C 19:30; D&C 121:16; D&C 60:14; D&C 10:62; John 14:27; F 1:5; Mosiah 23:15
1840,1989,Alma 26:12; Alma 41:7; Mosiah 4:11; D&C 84:46; Alma 41:10–11; Moses 1:10; Alma 12:24; D&C 121:37; Alma 12:13–15; D&C 93:2; John 1:9
1841,1989,Alma 32:27; Mosiah 18:9; Mark 9:23–24; Mark 9:14–29
1842,1989,Mark 1:17; D&C 100:16; D&C 20:77; John 17:3; D&C 136:31; D&C 1:16; John 14:2–3
1843,1989,John 17:15; 00 to 10:00
1844,1988,Moses 7:62; D&C 84:54
1845,1988,D&C 88:15; Alma 37:33; Alma 34:32–34; D&C 59:9; Mosiah 27:25; D&C 89:8; D&C 89:21; D&C 121:20; Alma 13:3; Alma 37:37; D&C 89:4; Mosiah 23:12; D&C 89:5; D&C 89:9; Alma 37:47; Moses 4:4; D&C 123:8
1846,1988,D&C 9:7; about 2:00; James 1:6; or 3:00
1847,1988,Mark 16:14; John 7:17; Luke 22:44; John 11:1–44; D&C 14:7; Luke 7:11–15; Moses 1:39; Luke 24:29–30; Luke 24:32; Jacob 4:6; Mark 5:22; Mark 15:34; Mark 16:3–4; Luke 24:11; Mark 16:1; D&C 46:13; Alma 11:43; John 14:16; Alma 11:42; Acts 24:15
1848,1988,Mosiah 5:2; D&C 137:7; Alma 5:26; D&C 64:34
1849,1988,Ether 8:19; Moses 4:28–29; Alma 42:3; D&C 42:45; Alma 12:21; Alma 42:8; John 14:18
1850,1988,Mosiah 3:19; Mosiah 27:24–26
1851,1988,D&C 42:21; Mosiah 4:13
1852,1988,D&C 50:24; Alma 32:27; John 7:17; D&C 8:2; Alma 32:28; Enos 1:10; Alma 36:18; Mark 9:24; D&C 64:33
1853,1988,John 13:34–35; Acts 10:34; Acts 10:34–35; D&C 18:10
1854,1988,Mark 10:21; Luke 23:8; Alma 39:4; Luke 17:17; F 1:13; D&C 76:53; John 6:67; Mosiah 23:21; Mark 3:4; John 21:22; John 9:6; D&C 82:3; Alma 34:5–6; D&C 78:18; Mosiah 4:19; John 6:69; D&C 59:21; Moses 4:1; Jacob 2:35; D&C 1:16; Alma 5:14; Luke 9:23; Acts 17:21; Mark 11:29; Mark 11:29–30; D&C 63:33; Luke 22:69; D&C 50:40; D&C 88:47; Alma 32:21; Mark 8:11; D&C 88:91; John 6:66; D&C 49:23
1855,1988,H 1:17; Mosiah 4:14–15; Acts 3:6–7; D&C 93:40; H 1:10–13; D&C 1:12; F 1:5; D&C 68:25
1856,1988,D&C 53:3; Alma 17:11; Alma 31:5; Alma 31:34–35; John 13:34–35; D&C 18:13; D&C 20:47; Alma 34:38; Alma 29:9; Acts 26:1–32; D&C 90:24; Mosiah 5:2; D&C 138:56; D&C 100:5; Alma 4:19; Alma 31:10; D&C 136:29; Alma 32:6; D&C 6:9; D&C 50:21; Alma 34:3; Alma 33:22–23; D&C 15:6; D&C 32:4; Ether 12:34; Alma 5:14; D&C 29:7; D&C 84:20; D&C 18:12; Mosiah 18:26; D&C 6:36; Luke 10:25–37; Alma 5:44–47; Mosiah 7:33; D&C 84:85; D&C 25:12; D&C 11:9; D&C 18:14; D&C 4:5
1857,1988,Mark 11:30
1858,1988,D&C 104:16; D&C 83:6; Mosiah 4:26; D&C 52:40
1859,1988,Titus 1:7
1860,1988,D&C 81:5; John 4:46–47; John 10:10; James 5:14–15; James 1:27; Acts 10:38
1861,1988,James 1:5; D&C 1:28; H 1:5; Mosiah 3:19; D&C 78:18; D&C 11:13; H 1:8–12
1862,1988,Luke 10:31–32; Luke 10:29; Luke 10:36–37; Moses 7:33; D&C 52:40; Alma 35:9; James 2:8; Alma 34:14; Alma 34:28; Mosiah 18:29
1863,1988,Alma 22:14; D&C 18:23; Mosiah 14:4; John 1:29; John 8:24; Mosiah 13:28; John 3:5; D&C 20:79; Alma 7:12–13; Alma 5:21; D&C 18:11; D&C 20:8; Alma 34:8–16; F 1:3; D&C 14:6; Alma 34:14; Alma 7:13; D&C 19:1; Alma 42:16; Mosiah 2:21; Acts 4:10; Alma 42:15; Alma 34:12; Alma 38:9; Alma 11:40; Mosiah 3:17–18; Mosiah 4:2; D&C 27:5
1864,1988,Acts 8:31; Jacob 2:35; D&C 88:118
1865,1988,D&C 68:25
1866,1988,John 3:16–17
1867,1988,D&C 19:23
1868,1988,D&C 20:77; Job 14:14; H 1:33–34; D&C 84:42; D&C 84:21; Luke 10:25; D&C 107:3; John 14:6; H 1:38; Acts 2:38–41
1869,1988,Alma 23:6; D&C 4:3; Omni 1:26; D&C 112:28; Moses 1:39; Jacob 1:7
1870,1988,Alma 5:15; Mosiah 3:17; H 1:45; Ether 8:18–25; D&C 101:77; D&C 84:49; D&C 65:2; D&C 76:50; D&C 1:14; Mosiah 4:14; Mosiah 4:6–7; Alma 4:19; F 1:3; D&C 20:8; D&C 132:19; D&C 21:1; D&C 93:2; Mosiah 3:8; Acts 2:47; Amos 3:7; Alma 24:14; D&C 20:41; F 1:4; D&C 115:3; Alma 34:9; D&C 45:4; John 1:9; D&C 76:41; D&C 43:26; Alma 38:9; Moses 4:3; John 15:16; Acts 17:29; D&C 107:91; Alma 11:41–45; D&C 27:5; H 1:15–20; H 1:68–72; D&C 135:3; D&C 112:30; D&C 68:4; D&C 112:15; D&C 29:36; D&C 1:9
1871,1988,D&C 29:34; Luke 10:40–42; D&C 128:22; D&C 123:12; Mark 9:35; D&C 123:17
1872,1988,Alma 5:40
1873,1988,Job 27:5; D&C 45:56; John 13:34
1874,1988,D&C 78:19
1875,1988,D&C 59:5; Luke 10:27; Ether 12:34; D&C 132:37; Alma 37:36; Mosiah 13:20; Mark 12:30; Job 2:9–10; John 8:29
1876,1988,D&C 100:16; D&C 71:10; Alma 7:25; D&C 51:19; D&C 45:37; D&C 5:19; Moses 7:36; D&C 101:4; Alma 26:11; Luke 21:34; John 14:2–3; D&C 112:25; Luke 21:34–35; D&C 45:26; D&C 78:18; D&C 35:16; Ether 12:4; Alma 37:45; D&C 136:31; Mark 13:10; Jacob 4:13; D&C 84:38; D&C 63:54; D&C 1:35; Alma 19:6; Luke 21:25; Moses 7:33; D&C 109:29; Luke 17:28
1877,1988,Alma 12:24; Mosiah 27:24–26; D&C 4:2
1878,1988,John 15:19; D&C 130:20; D&C 18:10
1879,1988,Alma 7:11–12; Ether 12:41; Moses 7:55–57; Mosiah 3:7
1880,1988,Acts 5:38–41; Acts 5:42; D&C 1:30; D&C 1:2; Mosiah 3:4; Mosiah 3:5; John 20:1–18; D&C 59:11; F 1:1; John 20:16; John 17:3; F 1:3; John 14:15; John 20:17; Mosiah 3:13; Acts 5:12–37
1881,1988,John 13:15; H 1:25–26; D&C 4:2; Alma 5:45–46; John 7:16–17; D&C 8:2; Mosiah 4:11; Luke 11:33–36; Luke 14:34–35; James 1:22; Mosiah 18:9; D&C 84:44; Moses 1:39; D&C 18:21; D&C 12:8
1882,1988,Luke 23:34; John 13:34
1883,1988,D&C 82:3; Mark 1:18; D&C 20:77; Luke 12:48; D&C 27:2; Luke 15:3–6; D&C 20:75; Luke 22:19; Luke 10:37; Mark 10:43–44; D&C 64:9; Mark 1:4; D&C 1:38
1884,1988,D&C 6:36; Luke 1:37; Acts 3:21; Ether 12:6; D&C 84:88; Ether 12:13–20; Alma 53:20; D&C 1:20; F 1:4; D&C 4:5; D&C 122:1; Alma 43:43; Luke 18:27; Mark 10:27
1885,1988,D&C 121:41
1886,1988,Alma 38:2; D&C 42:12; D&C 20:53; Alma 32:40–41; D&C 42:14
1887,1988,D&C 62:3; Job 19:25; D&C 60:2; D&C 135:4; Job 7:17
1888,1988,D&C 13:1; D&C 20:59; D&C 107:85; D&C 20:53; D&C 20:54
1889,1988,D&C 121:45; James 5:16
1890,1988,D&C 88:15; Alma 40:11–12; Job 14:14; Acts 17:29; John 14:2–3; D&C 76:22; D&C 76:24; Luke 24:5–6; D&C 110:4
1891,1988,Alma 30:44; Moses 6:63; John 13:34–35; John 14:21; John 8:12; Moses 1:31–32; John 14:6; John 14:15; D&C 19:19; John 3:16–17; D&C 19:18
1892,1988,Alma 39:11; Mosiah 26:29–30; D&C 19:38; Alma 42:30–31; James 5:16; D&C 58:26
1893,1988,Psalm 142:4; D&C 58:42; John 8:7; James 1:27
1894,1988,Mark 5:41–42; Job 14:14; John 20:16; D&C 42:45; John 20:28; D&C 112:30; Job 19:25–27; John 11:25–26; D&C 76:22; Mark 5:22–23
1895,1988,John 10:17–18; Moses 2:27; Alma 42:16; D&C 89:21; John 19:11; Alma 42:15; Mosiah 7:27; John 19:10; Moses 7:32; Moses 3:17
1896,1988,D&C 88:118; F 1:9; D&C 88:127; Mosiah 4:26; 4 Nephi 1:2
1897,1988,John 10:2–5
1898,1988,John 19:26–27; Alma 8:27; D&C 42:22; John 20:11–18; Mark 10:9; Alma 10:4; D&C 49:15
1899,1988,Doctrine and Covenants 68:25; D&C 68:25
1900,1988,D&C 97:10; John 1:48; D&C 50:6; John 1:46; John 15:16; Luke 6:13; D&C 41:11; D&C 97:21; John 1:16; John 1:49; Moses 7:18–21; D&C 124:20; John 1:47; John 1:45
1901,1988,D&C 20:59; James 1:22; Alma 7:23–27
1902,1987,D&C 101:80; D&C 98:10; D&C 98:6; Ether 2:9; D&C 98:5; D&C 134:1; D&C 101:77; D&C 134:2; D&C 109:54; Ether 2:10; Ether 2:12
1903,1987,Job 19:25–26; Moses 4:2; Mark 15:13; Job 42:5; Moses 4:1; Job 13:15–16; James 1:5; Moses 1:39; H 1:16–17; Job 1:21
1904,1987,Jacob 4:14; Titus 3:9; Jacob 4:13
1905,1987,F 1:13
1906,1987,John 14:27; John 14:15–18
1907,1987,Mosiah 2:20; D&C 46:11; Mosiah 2:17; D&C 136:23; Alma 37:47; D&C 101:16; H 1:17
1908,1987,Luke 11:28; D&C 4:3; D&C 11:12
1909,1987,Acts 1:8; Alma 26:37; Acts 10:34–35; Alma 16:16–17
1910,1987,Moses 7:41; Alma 26:16; Alma 26:6–7
